item_id,sentence,lang_LH_AntTemp,lang_LH_IFG,lang_LH_IFGorb,lang_LH_MFG,lang_LH_PostTemp,lang_LH_netw
B.35,Her dreams remain vague and inconclusive.,-0.019754484000000027,0.014144679999999988,0.084889732,-0.28548078400000004,-0.11619045320000002,-0.075708316
B.36,She seems awfully likable to me.,-0.33535738200000004,0.265495606,0.17167750300000004,0.474032564,-0.13458361000000002,-0.074265218
B.37,The experience had shaken him emotionally.,0.195219438,0.10991770600000002,0.19124862599999998,-0.090750254,0.27037098400000004,0.1987602148
B.38,The bugs are eating me alive.,-0.04061903800000001,0.11562545399999999,0.35449003799999995,0.20583655280000004,0.17725693000000003,0.125011604
B.39,She looked up from her sewing.,-0.685937254,-0.719982672,-0.5946975840000001,-0.213651182,-0.358148364,-0.491905538
B.40,This truly was a depressing place.,-0.12806346,-0.12791842299999998,-0.03485317880000003,-0.154646746,-0.1377937392,-0.1291334644
B.41,"There was no moon, only starlight.",-0.0856117048,-0.626202994,-0.439951648,-0.573063188,-0.18137191800000002,-0.25548898200000003
B.42,He looked annoyed at being disturbed.,0.5187892780000001,-0.30979226399999993,0.14486716200000002,-0.12847080000000005,0.4493376191999999,0.3131357988
B.43,Could this all be a test?,-0.28364406,-0.594793668,-0.6779322806,-0.67023442,-0.36905478999999997,-0.41539581999999997
B.44,They started hiking down the mountain.,-0.6077676728,-0.8716489700000001,-1.120302768,-0.7696228900000001,-0.885376248,-0.815638944
B.45,"Cattle, wagons, horses, all going west.",-0.07458862819999998,-0.8295615,-0.52830821,-0.42641262339999997,-0.38906159960000003,-0.37072447199999997
B.46,They bring peace in a conflict.,0.09870747139999997,-0.23018138000000002,-0.5134713399999999,-0.6915654520000001,0.033794917999999986,-0.0692167
B.47,He pointed at the smaller circle.,-0.05072715800000001,0.28220818200000003,0.424104288,0.28988357099999995,0.16285425599999998,0.146281056
B.48,Light from a fire burned inside.,0.10252604000000001,-0.410729286,-0.4455714312,0.26478073999999996,0.028575657999999986,-0.01572873600000001
B.49,This is so simple and easy.,-0.06891998400000003,0.309958568,0.005098476000000041,-0.002138669999999979,-0.0035655680000000077,0.017907918000000002
B.50,"However, they were much too large.",-0.5720250819999999,-0.547307912,-0.506906734,-0.562193668,-0.379338676,-0.47223954399999996
B.51,Sweaty hair clinging to his forehead.,0.159764506,0.010467628000000052,0.13479112799999995,0.16868754999999996,0.259201436,0.18834176200000002
B.52,Can we pursue him for robbery?,0.04169106999999999,-0.385197438,-0.40461059600000004,-0.474082802,0.1706241,-0.014607038000000006
B.53,Every now and then she stopped.,-0.20467830400000003,-0.27826395000000004,-0.59243749,-0.024115115999999992,-0.16665084599999996,-0.204939946
B.54,Instead he dug a little deeper:,-0.005757957999999985,-0.8421618259999999,-0.6946305886,-0.49439674079999996,-0.177344028,-0.2679986808
B.55,A gun fired into the air.,0.00927572200000002,-0.339038042,-0.15843011599999998,-0.40842413000000005,-0.11556068199999998,-0.13462580400000002
B.56,I cannot debate the truth fact.,-0.046506822,0.510970176,0.3219085332,0.2045348192,0.37833251999999995,0.265598078
B.57,Could you loan it to me?,-0.022977309999999997,-0.20251656540000001,-0.3987932524,-0.328631864,-0.579785998,-0.3568426282
B.58,Perhaps we can catch some fish.,-0.22388261199999998,-0.545904972,-0.024674379999999985,-0.2426290226,-0.39357308399999996,-0.333640626
B.59,"There'll be towels, soap, and all.",0.315342002,0.383655398,0.39928833599999997,0.46010012399999994,0.579919398,0.46620659519999996
B.60,Was he still in the laboratory?,-0.1916885916,-0.505226726,-0.259974138,-0.707086636,-0.6442147236,-0.48951794
B.61,He was a tall muscular man.,-0.074949716,-0.2505405608,-0.122605258,-0.2551255636,-0.24937978919999998,-0.19627505999999997
B.62,Its small head resembled a deer.,-0.039605176,-0.19525894923999998,0.12420160800000002,0.09738068600000001,-0.25389136619999997,-0.14072223160000003
B.63,He finally hit the ball back.,0.30441937799999996,0.26256768399999997,0.11076795799999997,0.432613908,0.523968216,0.4024553859999999
B.64,Already inflation was destabilizing financial markets.,-0.1283775156,-0.274044994,-0.170807902,0.35961391,-0.397912344,-0.24032588600000002
B.65,"It was a cylindrical, rocky chamber.",-0.23878680632,0.07258866060000001,-0.19489801079999997,-0.417611568,-0.48153846799999994,-0.3279916
B.66,We ate it up like candy.,-0.053994603399999994,-0.091014034,-0.015240539999999997,0.357249992,-0.08750704600000003,-0.04086685999999999
B.67,The weather was warm and dry.,-0.265884986,0.094290491,0.19278871,-0.044512105999999975,-0.0898984338,-0.09359217287212
B.68,His hand descended towards the king.,-0.07549472600000003,0.540978679,0.1381657115,0.190543942,0.0012576316000000199,0.06921633
B.69,He told her the truth unabashedly.,-0.008684768,-0.1000941,-0.07557065600000001,-0.29938728,-0.1304687132,-0.1041786554
B.70,His tea was black but sweetened.,0.112238872,0.6600487600000001,0.52097211,0.33351781599999997,0.280290602,0.30054377599999993
B.71,You got an elephant up there?,-0.03277972,-0.105477364,0.647738432,0.21594853849999995,0.35959022,0.20573914999999995
B.72,A loud rumbling noise interrupted him.,-0.33989199179999996,-0.3778974694,-0.079916036,-0.180935484,-0.25641913366,-0.27690307406000003
B.73,This lady was an outrageous girl.,-0.017426098,0.139113344,0.36997359,0.016227141999999993,0.25632024000000003,0.15828081700000002
B.74,He only doubted his own abilities.,-0.233958944,-0.21367670000000002,-0.09369785400000001,-0.569623974,-0.187205006,-0.22629773800000003
B.75,The first floor had retail shops.,-0.15649489800000002,0.28027775,-0.07442865720000003,-0.36465208676000005,-0.37857889,-0.22052059200000002
B.76,His demeanor was cynical and angry.,0.188471874,0.370682858,0.6518706200000001,0.33383576000000004,0.6127509732,0.45233885
B.77,It does wonders for the soul.,-0.7369800919999999,-0.483024556,-0.42278920600000003,-0.493343982,-0.42050636799999996,-0.5173975296
B.78,His organization did some fantastic work.,-0.024779024000000018,-0.24117630599999998,-0.417621306,-0.009986200000000011,-0.23404497800000001,-0.17356848399999997
B.79,It was a night to celebrate.,0.294228809,-0.412824346,0.05176758800000003,0.025112588000000047,-0.27618993199999997,-0.099485976
B.80,Another driver waited in a car.,-0.325162372,-0.5237770320000001,-0.1915799656,-0.274614514,-0.48059053800000007,-0.411757272
B.81,He is quite sick and weak.,-0.305229676,-0.05748851559999999,0.35436692999999997,-0.30542290975999997,-0.2933531622,-0.22989709240000003
B.82,Was he still in the garden?,-0.28635263,-0.22243846400000003,-0.19433338160000002,-0.5170415828,-0.562266452,-0.422558084
B.83,We accept most proudly and eagerly.,-0.104457663912,0.359633914,-0.020304300000000053,-0.21276505839999998,-0.10910470600000004,-0.05347049799999994
B.84,He truly was a skilled marksman.,-0.5457172339999999,-0.6915621,-0.9139536725599999,-0.93523328468,-0.773306604,-0.7240140979999999
B.85,His skin was waxy and grey.,-0.34637777599999997,-1.23513354,-0.734311506,-0.895157108,-0.5396836190000001,-0.6119015300000001
B.86,He has had a distinguished career.,-0.0010991660000000015,0.072448157,0.44818247,0.52109278,0.1530018792,0.148240078
B.87,"Strangely, I did not feel nervous.",-0.16403173,-0.2845678,-0.384338004,-0.1491733,-0.340074752,-0.27493273
B.88,There is salad in that bowl.,-0.49683380600000004,-0.23181904200000006,-0.18738964400000002,-0.21751498000000002,-0.4175590496,-0.38688343000000003
B.89,"Carefully though, he packed them away.",0.12150908599999996,0.56328231,-0.13887637800000002,0.1638731956,0.162087752,0.1822232554
B.90,Did you have a medical examination?,0.08511878400000002,-0.222106926,0.026673288399999984,-0.698113094,-0.507050412,-0.2985217720000001
B.91,And tomorrow would be another day.,-0.138642062,-0.6032258020000001,-0.5080454544,-0.541036908,-0.379552364,-0.36310370000000003
B.92,Is it because of the drugs?,0.173750432,0.08950030880000001,0.20577736040000003,-0.58887055,0.16923189908,0.10517685000000002
B.93,His mind sought a rational explanation.,0.448822956,-0.26411803,0.10317005799999998,-0.275063488,0.14461981520000003,0.1408450506
B.94,"She did this intentionally, he thought.",0.320372104,-0.46205321680000006,0.2700341306,0.22738326852,0.304263712,0.20745986199999997
B.95,She felt guilty about her deception.,-0.24968460600000003,-0.017640258000000002,-0.27442090399999997,-0.33139428400000004,-0.242081838,-0.225550585
B.96,He might need the knife again.,-0.008430092000000045,-0.06043014659999994,-0.19990635399999998,0.10753939799999998,0.196388464,0.08052823399999998
B.97,Without warning cameras started to flash.,0.257089085,0.309576346,0.6872980799999999,0.743084506,0.494905998,0.43999361400000003
B.98,Look at that painting over there.,-0.307390242,0.140849392,-0.43831738479999993,0.22437314800000002,-0.234815798,-0.185548978
B.99,The brick walls extended high up.,-0.31141203399999995,0.236452038,-0.425340116,0.237785088,-0.02636966200000001,-0.073528348
B.100,He seemed quite unconcerned and relaxed.,-0.485383612,0.090861422,-0.18551964,0.11770427599999997,-0.239423396,-0.2338167592
B.101,What could frighten them this badly?,-0.23375105599999996,-0.55919624,-0.475962814,-0.3165927254,-0.46321053799999995,-0.403855304
B.102,His sorrow gave way to anger.,-0.35582117999999996,-0.25293849999999996,-0.14180797247999996,-0.11964317800000002,-0.19752191460000001,-0.23680428199999995
B.103,Take me to a computer terminal.,-0.32855787059999997,-0.253423688,-0.659480658,-0.7957209576000001,-0.572918868,-0.49168950139999995
B.104,He wanted to investigate the victim.,0.113671538,-0.178076854,0.12656711199999998,-0.08967780659999999,0.028693411000000012,0.022861246599999985
B.105,We played out the poker hand.,-0.321907626,0.0012640200000000102,-0.507649272,-0.31796152380000003,-0.46907884200000005,-0.363827635
B.106,You are quite smart and attentive.,-0.27796379400000004,-0.18683463271999998,-0.158585452,-0.4353165,-0.166196592,-0.218276062
B.107,The movie was a romantic comedy.,-0.611758076,-0.41770954600000004,-0.542790778,-0.551757504,-0.72406507,-0.633160376
B.108,There was nothing but political commentary.,0.28578466303,-0.066850083,0.408900552,0.4024764952,0.22831039399999997,0.23171219399999998
B.109,Light is made up of photons.,-0.301227458,-0.627259702,-0.42203740199999995,-0.5826017080000001,-0.762950934,-0.590296148
B.110,You're one of our top students.,-0.945283126,-1.19749626,-1.122739632,-0.72050059,-1.0836028,-1.035593232
B.111,Please allow me to deliver it.,-0.6439385059999999,-0.785640098,-0.10042538200000002,0.022532456260000045,-0.398493206,-0.460449172
B.112,"The judge spoke, breaking the silence.",0.07096216899999999,-0.6521239311,-0.258262632,-0.571139638,-0.142390256,-0.18759623919999996
B.113,She let out a choked laugh.,-0.3009013548,-0.0625803448,-0.065397216,-0.146586716,-0.229130078,-0.21173934
B.114,The seemingly impossible can be attained.,0.368536678,0.394288568,1.023915746,0.8427167539999999,0.7380569499999999,0.6237641876000001
B.115,He stopped at the bedroom door.,-0.38134663599999996,0.38160317,-0.17355382000000003,0.033679533,-0.2329035528,-0.17355654
B.116,She was inside a magnificent castle.,-0.319396192,-0.009132739400000001,-0.05598255699999999,0.100114964,-0.03163879800000001,-0.09634663079999999
B.117,"Besides, it would be terribly unsafe.",-0.057254266999999984,-0.49185202100000003,-0.327564304,-0.334240934,-0.395563354,-0.30914383079999996
B.118,Her wrist supported many gold bangles.,-0.759091208,-0.238663442,-0.475573315,-0.3829134799999999,-0.740152596,-0.6411181100000001
B.119,I feel the same way sometimes.,0.205807788,0.029975220000000014,-0.04236469920000001,-0.31279291200000003,0.09259208659999998,0.075916874
B.120,People need to respect the law.,0.452137472,0.276841458,0.11741216800000001,0.007135279999999989,0.21790887399999997,0.264869284
B.121,The hairs on my skin rose.,-0.611629094,-0.173916472,-0.12954614120000002,-0.015483230000000004,-0.144207954,-0.26061822
B.122,A large band played folk tunes.,-0.17005446200000002,-0.310679174,-0.2837116058,-0.566508484,-0.05331509900000001,-0.1683484706
B.123,Your leg muscles will also ache.,0.2559319408,-0.07108266920000002,0.3298707978,-0.0172817548,0.31164388600000004,0.22644031199999998
B.124,"After that, no others remained intact.",-0.315038756,-0.156476572,-0.145288304,-0.08278009599999997,-0.1334210408,-0.181057668
B.125,Many soldiers served in his army.,-0.31801026,-0.59984916,-0.9394878240000001,-0.948000324,-0.71620838,-0.62791415
B.126,It seemed to calm his anxiety.,-0.38488211699999997,-0.216877518,-0.16949313400000002,-0.2521994104,-0.31225583819999997,-0.30671267599999996
B.127,I need it to impress her.,0.02909116799999999,0.059648718000000024,-0.14263792199999997,-0.31866051,0.11247055079999999,0.03588281200000002
B.128,My assistant is bringing them out.,0.6981752092,0.7469341199999999,0.3146482168,0.29531951,0.676381676,0.6399954512
B.129,"Read me the book, then decide.",-0.11435908799999997,0.240033824,-0.013687314000000006,0.006589197999999996,0.334204962,0.158437149
B.130,Each has its own elected officials.,0.22870006799999998,-0.480211982,0.1430285168,-0.13125416305999998,0.029842710000000005,0.014892848000000014
B.131,A voice came over his radio.,-0.412832388,-0.690996954,-0.674968056,-0.772169954,-0.6854401259999999,-0.620076454
B.132,What help can you possibly need?,-0.07883906460000001,-0.1127930632,0.168081312,0.07028139080000002,0.10207600000000003,0.029699151999999996
B.133,He was bleeding from the stomach.,-0.215216444,-0.4011922739999999,-0.45464350400000003,-0.34611898399999996,-0.569591806,-0.43158623600000007
B.134,She was wearing a long dress.,-0.1176311712,0.15118660200000003,0.33401550999999996,0.17886062799999997,-0.04938401000000002,-0.002655063999999996
B.135,A photo appears on the screen.,-0.158247402,-0.23267634599999995,-0.250808362,-0.167059736,-0.341980664,-0.261362968
B.136,The liquid was indeed fresh water.,0.094722686,-0.103217596,-0.0027948960000000024,0.10862058459999999,-0.17575286,-0.063447018
B.137,This is the force field parameter.,-0.33115332080000004,-0.023584460000000005,0.050305430000000005,-0.414927008,-0.6640228579999999,-0.43642441419999994
B.138,There is no brain function left.,-0.2978940832,-0.681050106,-0.488455618,-0.534707356,-0.4108756939999999,-0.4279544776
B.139,Many villages survive along the coast.,0.238904854,0.21842560800000005,0.02144808519999999,-0.2431692662,-0.015272675999999995,0.065125782
B.140,Consequences to us could prove fatal.,0.013569621400000014,-0.017500590000000003,-0.1840849714,-0.22621080999999998,0.21000518831999998,0.07359444400000001
B.141,The pastor proclaimed to the congregation.,-0.05840924400000003,-0.29984282799999995,-0.24951833800000003,0.09141091639999999,0.03718411279999997,-0.04209955100000001
B.142,Their relationship took off from there.,0.05258696799999998,-0.3693852096,-0.025562827999999965,0.33284883319999997,0.03161814599999999,0.007930635999999991
B.143,I can see the oak tree.,-0.21888495,-0.7258571279999999,-0.5511681100000001,-0.517873052,-0.593233638,-0.5021956599999999
B.144,I studied and became a lawyer.,0.38575867599999997,0.08601257100000001,0.014489148000000052,0.31794829999999996,0.5038313692,0.37834604660000004
B.145,He inspected it with obvious satisfaction.,-0.33209795200000003,0.19970080800000004,0.017987965999999987,0.129938854,0.230945168,0.057936818000000015
B.146,They finished eating their chicken dumplings.,-0.028254540000000005,-0.337975437,-0.6522626019999999,-0.98898048,-0.63327839,-0.46578057
B.147,His stomach pains worsened with time.,0.18211656199999998,0.031199803999999987,-0.029588631999999948,-0.03088931599999999,0.37711967,0.228085618
B.148,"That warrior is you, my son.",0.090269508,0.335207052,-0.32165718199999993,0.09807585600000002,-0.06259266000000001,0.022849012999999994
B.149,I could not escape this obligation.,0.724549352,0.2657691112,0.05211172679999998,0.101844614,0.26216998939999997,0.35995014200000003
B.150,The sky was bright and blue.,-0.4314812123999999,-0.742248586,-0.6733883519999999,-0.5514099892,-0.8023436479999999,-0.670215804
B.151,Why had the disease spared them?,0.46462623399999997,-0.21877347000000005,-0.06571524800000002,-0.0014364219999999817,0.020025339600000015,0.10167675400000001
B.152,Her energy level was too low.,-0.217102452,-0.46571741600000005,-0.2544168400000001,-0.07197293599999996,-0.23777862,-0.24839101799999996
B.153,He seemed extremely pleased with himself.,-0.22364233360000002,-0.288038024,-0.276589694,-0.0474572179,0.046442818,-0.092091093
B.154,Spray and vapor filled the void.,-0.012153739999999979,0.138980202,0.18001312,-0.24921848400000002,0.169699636,0.08663075200000003
B.155,He'd come because he had news.,0.16419724400000002,-0.2574808920000001,-0.142700158,0.206193976,0.19907240799999998,0.11440953000000001
B.156,I get paid no matter what.,0.14422481930000003,0.04981722199999999,0.35729832000000006,-0.26811295399999996,0.24970396399999997,0.1645483836
B.157,The great wheel began to turn.,-0.26118009999999997,0.8376475539999999,-0.48653194759999996,-0.41409037800000004,-0.381640048,-0.210367178
B.158,His pants were clean white jeans.,-0.20650753000000002,0.326258276,-0.153853544,0.19192990000000001,0.0511545272,0.014955263999999992
B.159,It was wrapped in the plastic.,-0.47188800999999997,-0.7562625867999999,-0.950470022,-0.82792168,-0.8759459679999999,-0.7554639240000001
B.160,It almost seemed like a toy.,-0.3029915844,-0.35090507200000004,-0.7258190071999999,-0.43022049760000003,-0.69258692572,-0.5301366319999999
B.161,Her only plan was to delay.,0.2070840788,0.274313622,0.009140074000000031,0.10069102799999999,0.07686855399999999,0.1330229828
B.162,A wooden table lay between them.,0.238987894,0.1011680632,-0.04846797400000001,0.667193114,0.233578306,0.2350292028
B.163,He pulled up on the knob.,-0.43355446999999997,-0.30575376,-0.502997948,-0.21115852200000007,-0.239360398,-0.312394858
B.164,You take me for a liar?,-0.33962939540000003,-0.4648831512,-0.41642697799999995,-0.215364026,-0.19765417199999996,-0.28211299
B.165,She grinned at the blonde girl.,-0.5542172268,-0.43689575,-0.5361621961999999,-0.49001976,-0.794655156,-0.6489410120000001
B.166,But her eyes betrayed the truth.,0.28099145880000004,-0.257372614,0.156724712,-0.41559583,-0.04120832000000002,0.0009854439999999799
B.167,The boat was ready to sail.,-0.1480716688,-0.13096437079999995,-0.08895411633999999,-0.382107861,-0.0374057932,-0.1073632006
B.168,I like the openness and beauty.,-0.6273829559999999,-0.747457368,-0.9367588600000001,-0.692503062,-0.8469299459,-0.7704617600000001
B.169,The next house is kilometres away.,-0.23326983399999998,-0.39229897059999996,-0.174783066,-0.12021748759999999,0.086638256,-0.0875272102
B.170,He could not say a word.,-0.48122997700000003,-0.24698683800000004,-0.540375052,-0.7893139712,-0.854080926,-0.658038827
B.171,I saw the good guys win.,0.09474681694,-0.19907514799999998,-0.27554217599999997,-0.06036720200000003,-0.136163596,-0.0853930634
B.172,You connect it to a computer.,-0.08636652800000003,-0.033304272,-0.599050474,0.07713329640000002,-0.18428921720000005,-0.1450249356
B.173,I dared him to do it.,0.1237686,0.11881392720000002,0.466419424,0.055453691999999985,0.1294155372,0.14121038279999998
B.174,Then she smiled faintly and nodded.,0.202491997,0.40237278,0.11342540999999999,0.41036405600000003,0.5244534738000001,0.39121848
B.175,Are they going to expel her?,0.1103707232,0.7616551680000001,0.39748932000000003,0.596001948,0.11500906600000005,0.24596651199999994
B.176,So he continued in his ignorance.,-0.363238064,-0.174632418,-0.41902332,-0.21427271599999997,-0.4723999548,-0.384502128
B.177,Now he must find the key.,0.0031057299999999845,-0.5516916000000001,-0.221153846,-0.169241248,0.03132662500000001,-0.07741702259999998
B.178,They glared at one another heatedly.,-1.0097803304,-1.0534247799999998,-0.7926402639999999,-0.52987877,-0.66698842,-0.801611984
B.179,Savanah ordered a fried shrimp dinner.,0.16766915,0.05491944699999999,-0.132283423,0.24207524800000008,-0.08795552400000001,0.019424951600000018
B.180,If only to collect her belongings.,-0.0090382454,0.3052240088,0.231644052,0.22190655399999998,0.334965696,0.2256627334
B.181,"Back to your cage, little bird.",-0.55829828966,-0.4754375178,-0.6058494332000001,-0.3022156644,-0.47637236000000005,-0.49240009999999995
B.182,The hesitant rhythm of the band.,-0.578942124,-0.674045038,-0.7785003899999999,-0.02789136999999999,-0.7615711039999999,-0.647811766
B.183,Ruthless... merciless... devoted to our cause.,0.6466657920000001,0.784882188,0.678293036,0.305846178,0.732959952,0.680660262
B.184,What about being amazing and wonderful?,-0.047612926,-0.20111161399999994,-0.08099343199999995,0.3247893988,0.09629902799999997,0.028902070000000002
B.185,Long after the flu epidemic ended.,0.17096561400000002,0.4445384192,0.44329855399999996,0.3945443744,0.24615789640000002,0.273533018
B.186,Faint bitterness and a relaxing flavor.,-0.342483774,0.405084996,0.36743644259999997,-0.043664915999999984,0.22947814000000005,0.08718862399999999
B.187,Their stay was tranquil and pleasant.,-0.0499059608,0.44991333440000003,0.48760753800000006,0.6851482900000001,-0.3242584182,-0.03209719
B.188,Headed into the town's only bar.,-0.24286950899999998,-0.4966485188,-0.902251474,-0.73987037,-0.5817202974,-0.5131296322
B.189,The one in jail for murder.,0.2169320128,0.605807152,0.606063386,0.022585056000000003,0.356159318,0.339300476
B.190,To guard and keep and protect.,-0.38692882279999996,-0.57018743,-0.556645936,-0.447222762,-0.51897842,-0.4871110032
B.191,"Scary and freaky sometimes, but awesome.",0.209479148,0.14961048400000002,0.18573725800000002,0.19334427599999998,0.170063162,0.18070345
B.192,That seemed like an absurd contradiction!,-0.24640310839999996,-0.08396507399999999,-0.1814382008,-0.31299090399999996,-0.2962891996,-0.251685862
B.193,Will you sleep on the couch?,0.325461532,0.16055455999999999,0.106638211,-0.20307181000000002,-0.006830472000000057,0.09315735
B.194,That is terribly difficult to overcome!,0.091550982,0.192451664,0.6976970679999999,0.0748395622,0.13722582960000002,0.160730184
B.195,Put the white flag out first.,-0.195491684,0.3481863688,0.28303102319999995,0.2816720188,-0.074425341,-0.006476284400000009
B.196,The crowd burst into sudden cacophony.,-0.10768168759999999,-0.242915232,-0.06884851199999997,0.49230056399999994,-0.12026403119999998,-0.08210350599999999
B.197,He's too badly damaged and malnourished.,-0.312236986,-0.9687495800000001,-0.936230136,-0.562668492,-0.560401776,-0.56718844
B.198,Or a cat and a dog.,-0.6017276779999999,-0.071966106,-0.3233669928,-0.1773849,-0.46612808600000005,-0.42348226
B.199,"It smelled bad, like rotten garbage.",-0.299855008,-0.54119218,-0.28127279780000003,0.053229949999999984,0.11603530000000002,-0.10233511000000002
B.200,Down by the abandoned train station.,0.12068398313999999,-0.05036529599999999,0.024248757399999966,-0.18081842300000003,0.062109342416,0.04313633700000001
B.201,You have the poor girl terrified.,0.434856346,0.586923174,0.617351744,0.257036056,0.44102509009999996,0.45368855799999996
B.202,He handed her the leather bag.,-0.6881180001999999,-0.398406732,-0.603696638,-0.507016758,-0.7318660612,-0.65496078
B.203,Her life was a horror film.,0.56585436,0.749753694,0.38745583199999994,0.135268446,0.317260454,0.42585271599999996
B.204,You wouldn't eat your fancy food.,0.187745868,0.37323829799999997,0.515356046,0.39658041,0.13620715200000003,0.22120589200000002
B.205,"Would you like a drink, then?",0.074532636,0.215552388,-0.0009415500000000465,0.010735061999999984,-0.02739688039999999,0.033553944
B.206,"One, two, three, four, five, six-",-0.7670872418,-0.053157895,0.12032369859999999,0.5317538020000001,-0.65620415,-0.47513424039999996
B.207,My marriage was because of them.,0.7013947742,0.087584241,0.148921254,0.028499096999999994,0.263860388,0.33320005
B.208,They taught her humility and compassion.,0.12025988399999998,0.1099701183,0.031155049199999986,-0.11195254800000001,-0.3542362572,-0.13088904599999998
B.209,Mom was stirring a sauce pan.,-0.2532412372,-0.0023636194000000053,0.005601390000000017,-0.05740197600000001,-0.25496361399999995,-0.19312883799999997
B.210,Enough of all this tedious self-justification.,0.46025002600000003,0.524554202,0.873999774,0.754526068,0.78860058,0.672285408
B.211,She's using dancing moves to fight.,-0.03851578600000001,0.367548856,0.391115996,0.63016348,0.307369002,0.252918788
B.212,Was that demon or elven magic?,0.68750006,0.6321895688,0.7867929682000001,0.38175382399999996,0.697297442,0.6681250818000001
